30,914062 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
31,890625 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
31,890625 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
31,890625 	 30,000000 	 20,000000 	 TRUE 
31,402344 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,914062 	 30,000000 	 20,000000 	 TRUE 
30,425781 	 30,000000 	 20,000000 	 TRUE 
