0,000	0,148	1,000
0,049	0,299	0,999
0,098	0,237	0,995
0,147	-0,109	0,989
0,195	-0,309	0,981
0,243	0,261	0,970
0,290	0,000	0,957
0,337	0,391	0,942
0,383	-0,867	0,924
0,428	0,019	0,904
0,471	0,931	0,882
0,514	-0,563	0,858
0,556	0,344	0,831
0,596	0,577	0,803
0,634	-0,895	0,773
0,672	0,260	0,741
0,707	0,962	0,707
0,741	-0,190	0,672
0,773	-0,072	0,634
0,803	0,012	0,596
0,831	0,325	0,556
0,858	-0,828	0,514
0,882	0,969	0,471
0,904	0,368	0,428
0,924	-0,060	0,383
0,942	-0,724	0,337
0,957	-0,428	0,290
0,970	-0,192	0,243
0,981	0,813	0,195
0,989	-0,830	0,147
0,995	-0,991	0,098
0,999	0,372	0,049
1,000	-0,832	0,000
0,999	-0,302	-0,049
0,995	-0,334	-0,098
0,989	-0,340	-0,147
0,981	0,983	-0,195
0,970	0,044	-0,243
0,957	-0,199	-0,290
0,942	0,625	-0,337
0,924	-0,254	-0,383
0,904	-0,377	-0,428
0,882	-0,632	-0,471
0,858	0,725	-0,514
0,831	-0,422	-0,556
0,803	0,051	-0,596
0,773	0,012	-0,634
0,741	0,068	-0,672
0,707	0,012	-0,707
0,672	-0,051	-0,741
0,634	-0,391	-0,773
0,596	0,847	-0,803
0,556	-0,158	-0,831
0,514	0,539	-0,858
0,471	0,253	-0,882
0,428	-0,071	-0,904
0,383	-0,852	-0,924
0,337	-0,651	-0,942
0,290	0,686	-0,957
0,243	0,711	-0,970
0,195	0,530	-0,981
0,147	-0,908	-0,989
0,098	0,412	-0,995
0,049	-0,853	-0,999
0,000	0,351	-1,000
-0,049	0,738	-0,999
-0,098	-0,258	-0,995
-0,147	0,270	-0,989
-0,195	0,121	-0,981
-0,243	0,483	-0,970
-0,290	-0,376	-0,957
-0,337	0,136	-0,942
-0,383	0,262	-0,924
-0,428	0,245	-0,904
-0,471	-0,508	-0,882
-0,514	0,264	-0,858
-0,556	-0,722	-0,831
-0,596	0,923	-0,803
-0,634	-0,925	-0,773
-0,672	0,424	-0,741
-0,707	0,733	-0,707
-0,741	0,749	-0,672
-0,773	0,217	-0,634
-0,803	0,965	-0,596
-0,831	-0,906	-0,556
-0,858	0,284	-0,514
-0,882	-0,270	-0,471
-0,904	0,851	-0,428
-0,924	0,065	-0,383
-0,942	-0,131	-0,337
-0,957	0,409	-0,290
-0,970	0,387	-0,243
-0,981	0,495	-0,195
-0,989	0,321	-0,147
-0,995	-0,515	-0,098
-0,999	0,942	-0,049
-1,000	-0,251	0,000
-0,999	0,498	0,049
-0,995	0,403	0,098
-0,989	0,179	0,147
-0,981	0,698	0,195
-0,970	0,494	0,243
-0,957	0,342	0,290
-0,942	-0,771	0,337
-0,924	-0,254	0,383
-0,904	0,022	0,428
-0,882	0,613	0,471
-0,858	-0,856	0,514
-0,831	-0,553	0,556
-0,803	-0,020	0,596
-0,773	-0,808	0,634
-0,741	-0,258	0,672
-0,707	-0,634	0,707
-0,672	0,147	0,741
-0,634	-0,632	0,773
-0,596	-0,903	0,803
-0,556	0,816	0,831
-0,514	0,588	0,858
-0,471	-0,027	0,882
-0,428	-0,785	0,904
-0,383	-0,467	0,924
-0,337	-0,346	0,942
-0,290	-0,201	0,957
-0,243	0,925	0,970
-0,195	0,114	0,981
-0,147	-0,343	0,989
-0,098	-0,826	0,995
-0,049	0,132	0,999
